username,date,tweet
CocaCola,2021-11-04 15:25:53,"@PracticaITragic Hi! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-11-04 14:49:02,"@nsheoran Hello. Thanks for reaching out Please contact our office in India directly via
indiahelpline@coca-cola.com

Thank you."
CocaCola,2021-11-04 14:41:15,"@goobenstein121 Hi! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GGpvg"
CocaCola,2021-11-04 12:57:39,"@Gabriel55512010 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/QNCW8GoODI to find what is available in your area."
CocaCola,2021-11-03 23:27:32,"@TeairaZenae Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/UGBxhpXJEn to find what is available in your area."
CocaCola,2021-11-03 22:34:26,"@Oreo Hi friend, how are you? No follow required. ♥️"
CocaCola,2021-11-03 22:11:17,@1985Kay Thank you for reaching out to us. Please contact our offices in Kenya at: consumercare@coca-cola.com for more assistance.
CocaCola,2021-11-03 22:05:52,@TheGrouchyPuppy Thank you for reaching out to us. You may be interested to know that Coca-Cola Energy has been discontinued. We appreciate your loyalty to the brand and do understand the disappointment. We will be sure to share your comments.
CocaCola,2021-11-03 22:03:10,"@miss__sebby Please contact our office in Kenya directly via
Tel:  +254727093444 or
Email:  consumercare@coca-cola.com

Thank you."
CocaCola,2021-11-03 21:13:53,The pleasure was all ours. Thanks for helping us unlock the Real Magic! ✨ #sweepstakes https://t.co/uw09IuJi03
CocaCola,2021-11-03 18:47:51,@luiively Right back at ya. 😉
CocaCola,2021-11-03 18:42:22,"@TheLegendAi Hi. Thanks for reaching out! We understand your frustration, but we don't control pricing at individual retailers. If you'd like to give us your feedback on the change, please do so here: https://t.co/MgzU1Em62y"
CocaCola,2021-11-03 14:32:10,"@kumoxd Thanks for reaching out! So that we may better assist you, please send us a detailed message at consumerresponse@cokecce.com or call 0800 22 77 11."
CocaCola,2021-11-03 14:26:34,"@shibacolonel Hi, please call 0800 22 77 11 so that someone can look into this for you. Thanks."
CocaCola,2021-11-03 14:24:10,"@imanuglymess Hi, Stephanie! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year in the U.S. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-11-03 12:51:15,"@TheSteveByrum Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/QNCW8GoODI to find what is available in your area."
CocaCola,2021-11-03 12:39:27,@NozeyH Thank you for reaching out to us. Please contact our offices in South Africa at: ccsainfo@coca-cola.com for more assistance.
CocaCola,2021-11-03 12:31:39,"@k_mostad Something's up. Call us at (800) GET-COKE, Mon-Fri, 9a-7p EST w/ REF#01864883 and we’ll fix this."
CocaCola,2021-11-03 12:31:33,"@RayveReviewsYT Hi! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-11-03 12:29:31,"@moxxybanks Thank you for reaching out to us. Unfortunately, Cinnamon Coke was a limited-edition flavor and was only available while supplies lasted. Thanks for being a flavor fan and we'll let the team know you'd like to see it back again."
CocaCola,2021-11-03 03:34:51,What a magical journey it’s been. Cheers to our hometown team! https://t.co/asX1iBHmzA
CocaCola,2021-11-02 19:42:27,.@taliamar is a true team player. Thanks for helping us unlock the Real Magic. #sweepstakes https://t.co/r9JZaSfM4V
CocaCola,2021-11-02 17:38:03,"@missblanton Thanks for reaching out to us, Kate. Check out the Buy Now page at https://t.co/Wme3ffmz6T to find it at a store near you."
CocaCola,2021-11-02 17:35:21,"@ti_tinevimbo Thank you for reaching out, Ti. Please contact the office in Zimbabwe at +263-242-883865-72 for further assistance."
CocaCola,2021-11-02 16:26:29,"@AutisticAquari1 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/QNCW8GoODI to find what is available in your area."
CocaCola,2021-11-02 16:23:30,@J_o_dolla It’s now called Sprite Tropical Mix and we think you'll like it.  Check out https://t.co/7VhqvlJh0a for availability near you.
CocaCola,2021-11-02 14:51:54,"@katielu0805 Thanks for reaching out and we'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EDT, providing Case # 01863886."
CocaCola,2021-11-02 13:46:37,Teamwork makes the dream work @cloakzy. Unlock the Real Magic. #sweepstakes https://t.co/7ZKksN47nc
CocaCola,2021-11-02 13:10:38,"@BabyMatrix79 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/QNCW8GoODI to find what is available in your area."
CocaCola,2021-11-02 12:43:43,"@CBPoindexter Thank you for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/BiuYp1zX3f to find what is available in your area."
CocaCola,2021-11-01 21:33:53,@Bigdogg310 It is possible that your bottler chose to not offer any cans featuring this year's holiday graphics.
CocaCola,2021-11-01 18:26:22,"@Zack_Coolman Hi. Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01862791."
CocaCola,2021-11-01 17:33:05,"@Nilpesh10 We are so sorry to hear this! Certainly, we would like to help you. In fact, please give us a call (800) 438-2653, Mon-Fri, 9a-7p EST. We look forward to hearing from you."
CocaCola,2021-11-01 16:05:36,"@frozenpharoah Thanks for being a fan! We have over 4,000 products in 200+ countries around the globe. People's taste preferences vary by country and region, so not all of our products and flavors will be available everywhere our brands are sold. Learn more: https://t.co/QNCW8GoODI."
CocaCola,2021-11-01 15:40:06,"@m0jsbabii We’re so sorry for your disappointment.  The availability of any of our brands depends on overall consumer demand. If the demand is low, the product will be discontinued. To learn more about the wide variety of beverages we do offer, check out https://t.co/QNCW8GoODI."
CocaCola,2021-11-01 14:58:14,"@SpaceCityErlan Hi Erlan, Coca-Cola can be enjoyed if left to chill in the refrigerator or cooler. Just don't freeze it and you will be able to experience it at its best flavor and carbonation."
CocaCola,2021-11-01 14:47:28,@Nilpesh10 Hello Nilpesh. Thank you for reaching out to us. Are you here in the United States?
CocaCola,2021-11-01 14:45:24,"@TheBigYin85 Thanks for your question, Ian. For further assistance, please contact the office in the UK at (44) 020 8237 3000 or 0800-227711."
CocaCola,2021-11-01 14:11:57,@thirstybeer3 Hi-C Ecto Cooler was a limited edition flavor that was discontinued at the end of 2016. We appreciate your loyalty to the brand and do understand the disappointment. We will be sure to share your comments.
CocaCola,2021-11-01 13:07:27,@kriste294 Thank you for reaching out to us. Please contact Coca-Cola Ireland at: +353 1 6694200 (Mon – Fri: 09.00 – 17.00) for more assistance.
CocaCola,2021-11-01 12:50:00,"@JamesMcCuin Hi Jim.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01862343."
CocaCola,2021-11-01 12:41:10,"@MattV525 Hi! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-10-31 23:35:04,Cheers! 👏 Real Magic officially unlocked. #sweepstakes https://t.co/GJrKmXCY3D
CocaCola,2021-10-31 00:16:32,.@LilyPichu knows how to make things magical. ✨ Thanks for helping us unlock the Real Magic. #sweepstakes https://t.co/A06acw5N3N
CocaCola,2021-10-30 17:18:02,@Jendralwiko Thank you for reaching out to us. Please contact Coca-Cola Indonesia at: ncc@sea.ccamatil.com for more assistance.
CocaCola,2021-10-30 17:17:08,"@MirzaHasibul786 Although we're not able to take advantage of your offer, we appreciate you giving us the opportunity to consider it. Thanks for being a fan!"
CocaCola,2021-10-30 14:54:09,Shoutout to @thenoelmiller for an awesome stream. We unlocked the Real Magic! #sweepstakes https://t.co/PrOxk8k6j7
CocaCola,2021-10-29 22:49:11,"@OkraHug So sorry, Steven. Coca-Cola Zero Sugar is available at stores and restaurants where Coca-Cola products are sold! To find the location nearest you, visit: https://t.co/mm0aYW6hlS"
CocaCola,2021-10-29 21:59:42,@SpiritHalloween We’re ready to get into the spirit of Halloween! 😉
CocaCola,2021-10-29 20:28:21,Mission accomplished. 👍 Unlock the Real Magic. #sweepstakes https://t.co/ttiKBoeUoS
CocaCola,2021-10-29 15:34:44,"@KatieStilette We’re so sorry for your disappointment, Katie.  The availability for any of our brands depends on overall consumer demand. If the demand is low, the product will be discontinued. To learn more about the wide variety of beverages we do offer, check out https://t.co/QNCW8GoODI"
CocaCola,2021-10-29 14:53:12,@missblanton Hi Kate! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-10-29 12:25:32,"@ms_ceciliajane Hi Cecilia.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01859779."
CocaCola,2021-10-28 20:12:14,"@juliaroseisabot Thanks for being a fan! We have over 4,000 products in 200+ countries around the globe. People's taste preferences vary by country and region, so not all of our products and flavors will be available everywhere our brands are sold. Learn more: https://t.co/QNCW8GoODI."
CocaCola,2021-10-28 20:10:52,"@Yellowmehdi We'd like to help, Mehdi. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01858945. We look forward to hearing from you."
CocaCola,2021-10-28 20:00:24,@yaboilaik Please try again after clearing your cache and cookies . Let us know if you still need help. https://t.co/apRQr3tLSC
CocaCola,2021-10-28 19:54:24,"@bliss_brent Hi Brent! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-10-28 19:47:36,@Bill04100415 Hi Bill! During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages. Please chec
CocaCola,2021-10-28 19:24:50,"@Bill04100415 Thanks for reaching out to us, Bill Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/UGBxhpXJEn to find what is available in your area."
CocaCola,2021-10-28 18:22:20,"@PneumaticTower Please send us a direct message with more details on this issue, including your country location."
CocaCola,2021-10-28 18:20:46,"Congrats on a good stream, @39daph! Thanks for helping us all unlock the Real Magic. #sweepstakes https://t.co/u4gS8WqEBu"
CocaCola,2021-10-28 18:19:11,Unlock the Real Magic. #sweepstakes https://t.co/AbgcXkgdmQ
CocaCola,2021-10-28 18:07:04,"We never said it'd be easy, just that it'd be worth it. Unlock the Real Magic. #sweepstakes https://t.co/EVo9BerRHH"
CocaCola,2021-10-28 17:58:05,"@TheSirRobotto Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01858764."
CocaCola,2021-10-28 17:39:03,"Always a pleasure watching you play, @Enable. Unlock the Real Magic. #sweepstakes https://t.co/nZr9wsDnpt"
CocaCola,2021-10-28 16:25:35,@ailenmarilina Cheers! 🙌
CocaCola,2021-10-28 16:19:56,@dm_sneha Keep the kind words flowing! 😊
CocaCola,2021-10-28 16:16:13,@rrennnaa We can feel the love! ♥️
CocaCola,2021-10-28 15:21:48,@PaisWhite Best compliment ever! ♥️
CocaCola,2021-10-28 15:05:06,@mikeybeezwax Hi! Thanks for being a passionate flavor fan. During this unprecedented time we are making every effort to get your favorite beverages to you. Due to extreme demand on certain products we are temporarily putting our focus on producing more of those beverages.
CocaCola,2021-10-28 14:55:13,@bassiey_ We're honored! ♥️
CocaCola,2021-10-28 14:51:16,"@wall_fools Hello. Thanks for sharing! Right now due to widespread demand, we will be temporarily shifting our focus in order to produce our most in demand beverages. Check out our different package or plastic bottle options in the meantime."
CocaCola,2021-10-28 14:48:22,@cocacolagamer46 We’re so happy to hear from one of our favorite fans. ♥️
CocaCola,2021-10-28 12:44:50,@allanblackford Hi Allan. Diet Coke with Splenda is still available. We suggest using our online locator to find the product in your area here: https://t.co/cmnCodgpVk. Select your desired flavor from the options on the page and click on “shop now” to bring up the locator.
CocaCola,2021-10-27 23:04:18,"@Cheridonna84 Thank you for reaching out. Quality and safety of our products and packaging is our top priority. We would like to talk to you about your experience. Please give us a call 1-800-438-2653, Mon-Fri, 9a-7p EST, providing Reference #01857684."
CocaCola,2021-10-27 21:42:39,@OfficialJohnRod This comment knocked it out of the park!
CocaCola,2021-10-27 21:23:13,We said YES!! ♥️♥️🥤🥤💍💍 You can have that last Coca-Cola in your fridge.
CocaCola,2021-10-27 17:37:10,"@IamJLue Hi Jared.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01857258."
CocaCola,2021-10-27 16:41:16,"@JBonnetteArt Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/l2Pn5RnvjL to find what is available in your area."
CocaCola,2021-10-27 16:27:16,@matthewlee1994 Hi! Please send us a DM with your zip code so we can assist you further.
CocaCola,2021-10-27 15:57:14,"@Reecespieces83 Hi Luna.  Unfortunately, Cinnamon Coke was a limited-edition flavor and was only available while supplies lasted. Thanks for being a flavor fan and we'll let the team know you'd like to see it back again."
CocaCola,2021-10-27 15:53:38,"@AliceTye_Porter We're sorry to hear this, Alice. Please contact our team in the UK at gbcic@coca-cola.com or call 0800 22 77 11  Option 2 M-F 9-5, for assistance. Thanks for reaching out!"
CocaCola,2021-10-27 15:49:01,"@Boobalander so sorry to hear that, but we're glad you shared it with us because we're here to help! please contact us at 800-438-2653, mon-fri, 9am-7pm est to speak with a representative and provide reference # 01857122."
CocaCola,2021-10-27 15:41:32,"@LordElfa Coca-Cola may only be available in certain packages at this time. We hope you will look for other packaging options, and check back later as we are working hard during these unprecedented times to keep shelves stocked at your local store and online."
CocaCola,2021-10-27 15:12:52,"@hrosario0617 Hi! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-10-27 14:35:45,"@pao_com_cha Thank you for reaching out to us. Please send us a direct message with the country where you are located, so we can point you in the right direction."
CocaCola,2021-10-27 14:18:16,@ManuIntiraymi These photos are AMAZING. Thanks for sharing. ♥️
CocaCola,2021-10-27 12:35:32,"@Berby05 Hi Shel.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01856909."
CocaCola,2021-10-27 12:31:54,@missblanton Hey Kate! That’s not cool you can’t find Sprite Zero.  Check out https://t.co/7VhqvlJh0a to find retailers near you.
CocaCola,2021-10-26 22:13:28,"@DJPlaZma We’re so sorry for your disappointment, Jim.  The availability of any of our brands depends on overall consumer demand. If the demand is low, the product will be discontinued. To learn more about the wide variety of beverages we do offer, check out https://t.co/QNCW8GoODI."
CocaCola,2021-10-26 22:01:50,"@UnmuktChand9 Whenever you’re around, the sky is the limit! ♥️"
CocaCola,2021-10-26 21:43:39,"@mjsjfk78 Thank you for reaching out to us. Our ultimate goal is to bring Coca-Cola® Zero Sugar closer to Coca-Cola® Original Taste, still with zero sugar and zero calories. We appreciate you sharing your feedback with us and will share your comments with the team."
CocaCola,2021-10-26 20:52:34,"@LittleScarfGirl hi, diet coke ginger lime has phased out and will no longer be available for purchase."
CocaCola,2021-10-26 20:43:09,"@duke_student_ Thank you for reaching out to us. Please send us a direct message with more details, including your location, so we can work to resolve this."
CocaCola,2021-10-26 20:37:20,@TomGRadio Unbelievably 👏 Delicious 👏 #TasteCokeZero
CocaCola,2021-10-26 19:47:50,@IamEbonyWebb Sign us up for your fan club!
CocaCola,2021-10-26 19:46:04,@rasputinforeal ♥️♥️♥️
CocaCola,2021-10-26 19:33:11,@ritchel_john The best feeling. ♥️ ❄️
CocaCola,2021-10-26 19:31:35,"@TheDunklehof Plastic does not belong in our waterways, and, like you, we are disappointed that so much ends up there. We support many cleanups around the world and here in the US to support our World Without Waste vision. https://t.co/ft14vb9nFp"
CocaCola,2021-10-26 17:53:36,@SanjuRo65246905 That message is not from us - we suggest deleting it without replying. Thanks!
CocaCola,2021-10-26 17:03:17,"@mattlanta88 Thanks for reaching out! Unfortunately, Coca-Cola Cinnamon was a limited time offer and will not return in 2021."
CocaCola,2021-10-26 17:02:57,@byluannabarbosa We'd like to look into this further. Please send us a DM with more details about the issue and include a screenshot of any error messages you encounter as well as your email address associated with your account.
CocaCola,2021-10-26 16:17:30,"@Gay_4_U Hi Ariel.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01855677."
CocaCola,2021-10-26 15:50:53,"@Pudgosaur Thanks for reaching out! Unfortunately, Coca-Cola Cinnamon was a limited time offer and will not return in 2021."
CocaCola,2021-10-26 15:46:43,"@PerryTheWallace Thanks for your interest in Coca-Cola, Cinnamon! Many factors go into the decision to stop selling a particular product. As of now, there are no plans to re-launch this product, but we will be sure to share your comments."
CocaCola,2021-10-26 15:34:19,"@FanTCU Hi. Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01855604."
CocaCola,2021-10-26 15:29:04,"@beckcunningham Thanks for reaching out to us, Becky. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on:  https://t.co/WsckkWwBN3 to find what is available in your area."
CocaCola,2021-10-26 15:15:45,@LeBeegYoshi We'd like to look into this. Please send us a DM with the name of the country where you are located so we can point you in the right direction. Thanks for reaching out!
CocaCola,2021-10-26 15:12:34,"@Jeeshish Thanks for reaching out to us, Chris. We have nothing to announce at this time, but we'll share with our team that you are interested in Holiday Packaging."
CocaCola,2021-10-26 12:53:35,"@mikej2374 Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/0c4TMH5K7P to find what is available in your area."
CocaCola,2021-10-26 12:33:44,"@malahigh420 Hmm, you might be onto something here.Thanks for sharing!"
CocaCola,2021-10-25 22:43:38,"@Travis_S_Photo Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/0c4TMH5K7P to find what is available in your area."
CocaCola,2021-10-25 21:53:38,"@binyominbendet Thank you for reaching out. Quality and safety of our products and packaging is our top priority. We would like to talk to you about your experience. Please give us a call 1-800-438-2653, Mon-Fri, 9a-7p EST, providing Reference #01854660."
CocaCola,2021-10-25 21:46:28,"@TejasDongre11 So sorry to hear that, Tejas. Kindly contact the office in India at 1800-208-2653. Thank you for reaching out to us!"
CocaCola,2021-10-25 21:30:23,"@Spatula8 Hi.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01854637."
CocaCola,2021-10-25 21:11:42,@coryjmccartney Hi Cory. The trademark and the different brands under The Coca-Cola Company are in no way associated with any SMS or e-mail promotions circulating over the Internet requesting for sensitive information in order to redeem a prize. Thanks for reaching out!
CocaCola,2021-10-25 20:25:12,@ScreenwriterM Hi! Thanks for being a passionate flavor fan. The caffeine-free Coca-Cola Zero Sugar formula has not changed. You can visit https://t.co/ZbyDpsgpDJ to see where it is available near you.
CocaCola,2021-10-25 20:02:11,"@d2gbeard Hi! We appreciate your flavor fandom. Temporarily, we are shifting our focus to accommodate our beverages with the highest demand. Be on the look out for other packaging alternatives as well as plastic bottle options in the meantime."
CocaCola,2021-10-25 19:59:53,"@TheGreatCO We'd like to help, Pete. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01854479. We look forward to hearing from you."
CocaCola,2021-10-25 16:50:13,"@Ishaquine We're sorry to hear this. Please send us a direct message with your country location, so we can point you in the right direction."
CocaCola,2021-10-25 16:44:44,"@PrasadPillai19 We'd like to look into this, Prasad. Please send us a DM with the name of the country where you are located so we can point you in the right direction. Thanks for reaching out!"
CocaCola,2021-10-25 15:54:07,"@BruhGodsawthat Hi Ali.  Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01854067."
CocaCola,2021-10-25 15:45:44,@peter_panni We are focusing on collection and recycling because it doesn’t matter how recyclable the packages are if there aren’t the right systems in place to collect and recycle them. Learn more: https://t.co/ft14vb9nFp
CocaCola,2021-10-25 15:35:41,"@KaylaBraxtonWWE Hi Kayla. The new and improved Coca-Cola® Zero Sugar has replaced the old recipe (Coca-Cola Zero). The taste is new and improved — all of the ingredients remain the same, but with a further optimized blend of flavors to deliver a great Coke taste."
CocaCola,2021-10-25 14:39:10,"@LeeFull247 As part of our World Without Waste vision, we’ve also committed to make bottles with an average of 50% recycled content by 2030. And while the majority of our packaging is recyclable, we are working to get to 100% recyclability. Learn more: https://t.co/ft14vb9nFp"
CocaCola,2021-10-25 14:36:48,"@mattisawesome75 Hi Matthew! Coca-Cola Cinnamon was a limited time flavor, so it will not be returning this year. However, feel free to check out our other delicious flavors here: https://t.co/QNCW8GoODI"
CocaCola,2021-10-24 22:45:38,"@g8trdavid Thanks for reaching out to us, David. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/3bZfGZEy5z to find what is available in your area."
CocaCola,2021-10-24 22:35:44,"@radicalhockey Wish we were able to help, Lukas, but we don't have tickets to share."
CocaCola,2021-10-24 22:25:32,"@LovesLangley Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/eythe00ijG to find what is available in your area."
CocaCola,2021-10-24 21:20:50,"@Servitor999 We’re so sorry for your disappointment.  The availability of any of our brands depends on overall consumer demand. If the demand is low, the product will be discontinued. To learn more about the wide variety of beverages we do offer, check out https://t.co/RLhhvOVKOx."
CocaCola,2021-10-24 19:50:15,"@ArrestRkelly Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/nR1Ai7jOyY to find what is available in your area."
CocaCola,2021-10-24 19:21:05,@BKGojiya52 So sorry to hear that. Please call 1800-208-2653 for further assistance with this matter.  Thanks for reaching out!
CocaCola,2021-10-24 15:43:57,"@verdaera Thanks for reaching out to us. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/0c4TMH5K7P to find what is available in your area."
CocaCola,2021-10-23 20:25:34,@LNduwumwami Thank you for reaching out to us. Please contact Coca-Cola Uganda at: ccsainfo@coca-cola.com for more assistance.
CocaCola,2021-10-23 16:42:00,"@avthakkar So sorry to hear this, Ashish. You may contact the office in India at 1800-208-2653."
CocaCola,2021-10-23 15:43:15,@Rajkish05717373 Thank you for reaching out to us. Please contact Coca-Cola India at: indiahelpline@coca-cola.com for more assistance.
CocaCola,2021-10-22 19:38:09,"@WizardOfThaSea We'd like to help, Daniel. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01851664. We look forward to hearing from you."
CocaCola,2021-10-22 19:19:34,"@vee_victory Hi Vee, could you please send us a DM with more details? Is this about Coca-Cola or the new recipe Coca-Cola Zero Sugar?"
CocaCola,2021-10-22 19:06:43,"@neyney900 Thanks for being a fan! We have over 4,000 products in 200+ countries around the globe. People's taste preferences vary by country and region, so not all of our products and flavors will be available everywhere our brands are sold. Learn more: https://t.co/QNCW8GoODI."
CocaCola,2021-10-22 18:59:31,@neyney900 Trying to find Hi-C? Check out https://t.co/gpYGO0kPrW to find it near you.
CocaCola,2021-10-22 17:47:44,"@JoeBarragan17 Thanks for reaching out to us, Joe. Our deliveries are organized regionally through our local, independent bottlers. We recommend checking out the product locator on: https://t.co/QNCW8GoODI to find what is available in your area."
CocaCola,2021-10-22 16:39:48,"@Sheilla35653956 Hi, please feel free to reach out to our field office in Kenya at:

Coca-Cola Plaza
Kilimanjaro Road
Upperhill,
Nairobi, Kenya
Tel:  +254727093444"
CocaCola,2021-10-22 15:50:52,"@kirk39367878 We’re so sorry for your disappointment, Kirk.  The availability of any of our brands depends on overall consumer demand. If the demand is low, the product will be discontinued. To learn more about the wide variety of beverages we do offer, check out https://t.co/QNCW8GoODI."
CocaCola,2021-10-22 13:59:11,"@thisismike_b Hi Mike. Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST."
CocaCola,2021-10-22 12:51:36,"@ToshibaLaptops3 Hi, Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01851106."
CocaCola,2021-10-21 21:42:55,"@Tejaas23 Hi. Thanks for reaching out.  We'd like to look into this further. If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01850322"
CocaCola,2021-10-21 20:53:46,@EbCustoms That's a delicious idea! Thanks for sharing.
